City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,haines junction,60.7522,-137.5108,-6.69,98,100,0.67,CA,1668135729
364,basar,27.9833,94.6667,20.51,51,0,0.57,IN,1668135730
365,cacu,-18.5567,-51.1308,22.47,64,3,2.36,BR,1668135730
366,kiunga,-6.1219,141.2906,30.69,62,99,0.66,PG,1668135731
367,areosa,41.7178,-8.8571,14.37,84,68,2.81,PT,1668135731
368,chabahar,25.2919,60.643,26.31,66,4,0.92,IR,1668135732
369,klaksvik,62.2266,-6.589,10.51,86,100,13.02,FO,1668135734
370,bethel,41.3712,-73.414,14.16,83,80,1.73,US,1668135734
371,mildura,-34.2,142.15,25.04,62,8,2.63,AU,1668135661
372,yatou,37.15,122.3833,17.73,65,56,5.23,CN,1668135735
373,cerro largo,-28.1486,-54.7381,18.74,86,100,2.52,BR,1668135737
374,yulara,-25.2406,130.9889,37.12,18,46,8.78,AU,1668135737
375,sarkand,45.41,79.9186,2.87,41,58,1.27,KZ,1668135738
376,ejura,7.3856,-1.3562,21.92,87,89,1.75,GH,1668135739
377,russell,32.3502,-85.1999,18.0,92,100,7.87,US,1668135653
378,tungor,53.3808,142.9564,-1.18,68,100,8.61,RU,1668135739
379,micheweni,-4.9667,39.8333,24.77,86,80,1.65,TZ,1668135740
380,zalantun,48.0,122.7167,5.92,43,100,6.52,CN,1668135740
381,williams lake,52.1415,-122.1445,-12.75,90,100,0.45,CA,1668135653
382,shingu,33.7333,135.9833,20.36,57,1,2.06,JP,1668135741
383,alofi,-19.0595,-169.9187,25.28,86,86,7.96,NU,1668135742
384,iringa,-7.7667,35.7,13.81,94,80,1.39,TZ,1668135742
385,skibbereen,51.55,-9.2667,15.06,84,100,13.82,IE,1668135743
386,quang ngai,15.1167,108.8,27.59,75,72,3.14,VN,1668135744
387,iguape,-24.7081,-47.5553,20.46,90,88,2.8,BR,1668135744
388,dunedin,-45.8742,170.5036,16.0,62,79,6.71,NZ,1668135745
389,taoudenni,22.6783,-3.9836,21.97,15,0,4.14,ML,1668135745
390,husavik,66.0449,-17.3389,4.51,97,100,9.32,IS,1668135746
391,abramovka,51.1886,41.0202,2.13,93,22,3.62,RU,1668135746
392,port blair,11.6667,92.75,28.57,68,31,4.57,IN,1668135640
393,tigil,57.8,158.6667,-1.29,85,100,2.48,RU,1668135747
394,jaque,7.5175,-78.1703,24.12,90,99,1.61,PA,1668135748
395,valparaiso,-33.0393,-71.6273,14.8,82,75,3.09,CL,1668135728
396,bulgan,48.8125,103.5347,-5.85,76,89,1.39,MN,1668135749
397,marsabit,2.3284,37.9899,17.75,83,95,5.45,KE,1668135749
398,pitimbu,-7.4706,-34.8086,25.2,84,20,2.63,BR,1668135749
399,ustrzyki dolne,49.4304,22.5938,6.66,100,83,1.04,PL,1668135595
400,port hedland,-20.3167,118.5667,29.03,45,0,8.23,AU,1668135750
401,kumo,10.0447,11.2122,22.57,32,48,2.66,NG,1668135751
402,ketchikan,55.3422,-131.6461,1.54,98,100,3.16,US,1668135752
403,kuito,-12.3833,16.9333,14.06,87,100,1.64,AO,1668135753
404,fairbanks,64.8378,-147.7164,-6.33,90,100,0.0,US,1668135600
405,gavle,60.6745,17.1417,12.97,89,100,1.79,SE,1668135754
406,didsbury,53.417,-2.2315,15.64,82,100,4.63,GB,1668135666
407,irmo,34.086,-81.1832,20.85,71,100,6.17,US,1668135754
408,oriximina,-1.7656,-55.8661,24.62,67,30,1.75,BR,1668135755
409,northam,51.0333,-4.2167,14.66,86,100,9.36,GB,1668135756
410,pakxan,18.3778,103.6601,28.95,49,27,1.19,LA,1668135757
411,joutseno,61.118,28.5076,9.31,94,69,6.62,FI,1668135757
412,xacmaz,41.4635,48.806,11.15,78,100,0.61,AZ,1668135758
413,anloga,5.7947,0.8973,27.2,79,100,5.9,GH,1668135760
414,sorland,67.667,12.6934,6.92,95,100,7.96,NO,1668135760
415,la ronge,55.1001,-105.2842,-11.3,88,95,3.19,CA,1668135761
416,havre-saint-pierre,50.2334,-63.5986,4.04,88,100,6.7,CA,1668135746
417,oranjemund,-28.55,16.4333,13.62,92,17,2.01,NA,1668135579
418,labuhan,-6.8844,112.2051,29.0,69,98,1.87,ID,1668135763
419,shizukuishi,39.6833,140.9833,13.32,49,3,0.88,JP,1668135765
420,san patricio,28.017,-97.5169,25.5,78,19,3.86,US,1668135766
421,hunterville,-39.9333,175.5667,12.53,88,100,3.32,NZ,1668135767
422,dakar,14.6937,-17.4441,24.49,69,23,4.38,SN,1668135768
423,osoyoos,49.0331,-119.4524,-9.18,96,25,1.3,CA,1668135769
424,yangjiang,21.85,111.9667,26.22,69,0,2.85,CN,1668135511
425,smithers,54.7804,-127.1743,-6.02,90,100,0.9,CA,1668135653
426,san rafael,-34.6177,-68.3301,19.47,55,100,1.07,AR,1668135770
427,saint anthony,45.0205,-93.218,-0.03,78,100,7.72,US,1668135653
428,lloret de mar,41.6999,2.8457,17.72,65,12,3.46,ES,1668135740
429,san rafael del sur,11.8485,-86.4384,23.42,89,14,0.9,NI,1668135771
430,maltahohe,-24.8333,16.9833,15.12,31,4,1.23,NA,1668135772
431,marihatag,8.7936,126.2969,27.06,85,82,0.52,PH,1668135772
432,okakarara,-20.5833,17.4333,18.13,30,20,2.4,NA,1668135772
433,port hardy,50.6996,-127.4199,4.95,86,100,9.03,CA,1668135771
434,kaunas,54.9,23.9,9.37,87,100,3.6,LT,1668135773
435,mama,58.3106,112.8986,-4.06,91,100,6.06,RU,1668135774
436,sangar,63.9242,127.4739,-17.89,94,100,5.51,RU,1668135775
437,brattleboro,42.8509,-72.5579,14.61,89,51,1.95,US,1668135776
438,mayo,38.8876,-76.5119,17.29,86,100,1.54,US,1668135776
439,marystown,47.1666,-55.1483,4.92,100,100,2.24,CA,1668135488
440,ortona,42.3496,14.4039,15.21,83,54,4.05,IT,1668135777
441,tombouctou,20.0,-3.0,20.92,15,0,3.23,ML,1668135778
442,saint-augustin,51.226,-58.6502,0.51,74,75,3.54,CA,1668135778
443,cap malheureux,-19.9842,57.6142,24.7,69,23,3.13,MU,1668135779
444,san javier,37.8063,-0.8374,16.1,70,13,4.47,ES,1668135780
445,constantine,36.365,6.6147,14.67,77,40,3.6,DZ,1668135780
446,clyde river,70.4692,-68.5914,-20.2,85,91,1.5,CA,1668135749
447,ignatovka,53.9479,47.6536,3.27,84,97,5.95,RU,1668135780
448,itaituba,-4.2761,-55.9836,24.32,80,77,0.93,BR,1668135781
449,ocumare del tuy,10.1165,-66.7761,25.89,99,100,1.21,VE,1668135781
450,palu,-0.8917,119.8707,31.2,66,100,1.06,ID,1668135782
451,hovd,48.0056,91.6419,-4.96,32,8,0.78,MN,1668135782
452,maple creek,49.9168,-109.4848,-12.87,88,14,4.2,CA,1668135649
453,smolenka,52.1352,113.4974,-3.96,58,20,2.0,RU,1668135783
454,shelburne,44.0787,-80.2041,13.4,57,91,7.68,CA,1668135784
455,grand-santi,4.25,-54.3833,22.69,99,100,0.44,GF,1668135785
456,rio gallegos,-51.6226,-69.2181,8.91,79,100,7.9,AR,1668135703
457,muzhi,65.3667,64.6667,-9.16,97,92,2.48,RU,1668135785
458,namatanai,-3.6667,152.4333,28.85,72,98,5.36,PG,1668135786
459,vestmannaeyjar,63.4427,-20.2734,7.46,84,100,6.51,IS,1668135787
460,nemuro,43.3236,145.575,7.07,49,6,7.01,JP,1668135787
461,soyo,-6.1349,12.3689,24.69,82,99,2.23,AO,1668135788
462,escanaba,45.7453,-87.0646,12.92,100,100,6.55,US,1668135789
463,khash,28.2211,61.2158,14.54,37,14,0.86,IR,1668135789
464,amapa,1.0,-52.0,20.96,90,97,0.79,BR,1668135789
465,vega de alatorre,20.0333,-96.6333,24.35,82,0,4.86,MX,1668135790
466,richards bay,-28.783,32.0377,19.06,89,69,1.66,ZA,1668135791
467,zeya,53.75,127.2667,-5.03,72,100,0.75,RU,1668135791
468,maumere,-8.6199,122.2111,30.37,65,57,2.49,ID,1668135791
469,deputatskiy,69.3,139.9,-28.99,99,58,1.8,RU,1668135792
470,mastic beach,40.7668,-72.8521,15.55,95,93,2.68,US,1668135793
471,chioggia,45.2256,12.2889,9.0,77,7,3.17,IT,1668135793
472,aykhal,66.0,111.5,-25.69,100,77,3.15,RU,1668135794
473,lebowakgomo,-24.2,29.5,12.25,82,55,3.21,ZA,1668135795
474,xiongyue,40.1774,122.1228,13.4,83,100,5.69,CN,1668135795
475,komsomolskiy,40.4272,71.7189,1.4,80,100,2.06,UZ,1668135796
476,verkhnevilyuysk,63.4453,120.3167,-12.26,91,100,4.01,RU,1668135796
477,ardabil,38.2498,48.2933,5.37,97,100,2.54,IR,1668135797
478,cayenne,4.9333,-52.3333,24.02,94,100,0.51,GF,1668135607
479,mehamn,71.0357,27.8492,0.97,86,100,4.63,NO,1668135798
480,chimbarongo,-34.7,-71.05,14.49,77,100,0.76,CL,1668135798
481,salamanca,40.8333,-6.0,8.12,79,0,1.15,ES,1668135591
482,gizo,-8.103,156.8419,28.76,75,87,3.51,SB,1668135799
483,safita,34.8205,36.1153,13.92,74,0,4.74,SY,1668135799
484,katherine,-14.4667,132.2667,34.18,46,40,2.06,AU,1668135800
485,nouakchott,18.0858,-15.9785,20.96,44,62,3.9,MR,1668135800
486,road town,18.4167,-64.6167,28.02,74,40,4.12,VG,1668135517
487,puerto del rosario,28.5004,-13.8627,21.86,78,75,6.17,ES,1668135801
488,phan thiet,10.9333,108.1,30.39,58,100,2.88,VN,1668135801
489,hobyo,5.3505,48.5268,26.29,74,13,4.37,SO,1668135802
490,kamien pomorski,53.9685,14.7726,12.2,83,95,6.87,PL,1668135803
491,nelson bay,-32.7167,152.15,24.49,62,100,4.92,AU,1668135803
492,atambua,-9.1061,124.8925,30.13,59,89,1.13,ID,1668135804
493,medveda,56.5081,92.4078,-2.04,84,100,4.51,RU,1668135804
494,tabou,4.423,-7.3528,25.08,85,55,2.98,CI,1668135805
495,mezotur,47.0,20.6333,7.01,85,100,2.02,HU,1668135805
496,bulawayo,-20.15,28.5833,16.59,86,69,3.87,ZW,1668135806
497,greymouth,-42.4667,171.2,16.98,54,100,2.22,NZ,1668135807
498,sapa,5.1544,120.3241,28.56,75,27,1.49,PH,1668135807
499,mandalgovi,45.7625,106.2708,-3.32,50,100,5.73,MN,1668135808
500,gasa,31.5,34.4667,18.71,71,0,3.97,PS,1668135762
501,puerto colombia,10.9878,-74.9547,26.05,77,68,2.3,CO,1668135809
502,ushtobe,45.2514,77.9838,2.98,61,84,1.38,KZ,1668135809
503,angoche,-16.2325,39.9086,22.93,92,5,3.11,MZ,1668135809
504,tecoanapa,16.5167,-98.75,26.48,81,11,3.26,MX,1668135810
505,mount gambier,-37.8333,140.7667,16.94,74,100,3.5,AU,1668135810
506,canchungo,12.0672,-16.0333,23.1,87,1,2.25,GW,1668135810
507,nauta,-4.5061,-73.5757,23.89,91,85,1.38,PE,1668135811
508,ginda,30.6945,78.4932,11.8,30,0,1.0,IN,1668135812
509,thinadhoo,0.5333,72.9333,27.73,72,98,6.03,MV,1668135812
510,olafsvik,64.8945,-23.7142,5.18,91,100,10.48,IS,1668135812
511,nanortalik,60.1432,-45.2371,-3.18,70,100,4.77,GL,1668135813
512,beyneu,45.3167,55.2,3.42,76,22,3.0,KZ,1668135813
513,saldanha,-33.0117,17.9442,14.9,83,1,3.9,ZA,1668135813
514,maldonado,-34.6667,-54.9167,16.79,96,61,4.07,UY,1668135686
515,labrea,-7.2586,-64.7981,22.65,95,51,1.01,BR,1668135814
516,moranbah,-22.0016,148.0466,29.97,32,0,3.03,AU,1668135814
517,springfield,37.2153,-93.2982,18.92,58,0,4.63,US,1668135064
518,douentza,14.9951,-2.9517,22.83,15,67,1.41,ML,1668135815
519,tucupita,9.0622,-62.051,22.5,99,97,1.23,VE,1668135815
520,ambon,-3.6954,128.1814,32.08,66,40,2.57,ID,1668135816
521,awjilah,29.1081,21.2869,15.45,47,0,2.93,LY,1668135816
522,doka,13.5167,35.7667,22.05,60,33,1.07,SD,1668135817
523,port moresby,-9.4431,147.1797,29.63,61,59,5.17,PG,1668135727
524,grand gaube,-20.0064,57.6608,24.65,69,30,3.13,MU,1668135817
525,san juan,-31.5375,-68.5364,18.89,67,87,7.68,AR,1668135608
526,nautla,20.2167,-96.7833,24.34,81,0,5.15,MX,1668135817
527,maua,-23.6678,-46.4614,20.2,88,86,2.09,BR,1668135818
528,benin,9.5,2.25,23.53,48,56,1.43,BJ,1668135818
529,walvis bay,-22.9575,14.5053,15.05,94,0,3.07,NA,1668135819
530,jvari,42.7169,42.052,9.04,78,26,2.39,GE,1668135819
531,barmer,25.75,71.3833,22.37,35,0,3.33,IN,1668135820
532,kotaparh,19.15,82.35,20.69,67,99,4.19,IN,1668135820
533,lasa,46.6166,10.7002,7.15,52,61,0.82,IT,1668135820
534,lingao,19.9103,109.6859,25.71,73,9,5.47,CN,1668135821
535,paamiut,61.994,-49.6678,-10.28,82,39,2.69,GL,1668135821
536,ranipur,27.2879,68.5051,23.16,41,6,2.2,PK,1668135822
537,port jervis,41.3751,-74.6927,13.76,89,100,1.4,US,1668135822
538,halifax,44.6453,-63.5724,13.05,78,58,3.58,CA,1668135484
539,kloulklubed,7.0419,134.2556,28.28,74,85,6.77,PW,1668135823
540,vagur,61.4732,-6.8119,9.67,87,100,12.65,FO,1668135823
541,salinopolis,-0.6136,-47.3561,26.05,83,23,3.47,BR,1668135824
542,acajutla,13.5928,-89.8275,25.29,82,7,2.62,SV,1668135824
543,arusha,-3.3667,36.6833,16.6,90,77,2.34,TZ,1668135825
544,ulety,51.3572,112.4849,-4.13,62,10,5.86,RU,1668135825
545,bemidji,47.4736,-94.8803,-0.53,100,100,4.63,US,1668135826
546,college,64.8569,-147.8028,-6.34,89,100,0.0,US,1668135826
